Issue Type,Issue key,Issue id,Summary,Status,Custom field (EDS equivalent table),Custom field (EDW table replaced with external table?),Custom field (EDW table),Custom field (Validation details (optional))
Task,EDSMIG-1232,415696,bi.standardized_user_employment_data_delta - Phase 1,To Do,,,bi.standardized_user_employment_data_delta,
Task,EDSMIG-1233,415697,bi.standardized_user_employment_data_delta_2013 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2013,
Task,EDSMIG-1234,415698,bi.standardized_user_employment_data_delta_2014 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2014,
Task,EDSMIG-1235,415699,bi.standardized_user_employment_data_delta_2015 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2015,
Task,EDSMIG-1236,415700,bi.standardized_user_employment_data_delta_2016 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2016,
Task,EDSMIG-1237,415701,bi.standardized_user_employment_data_delta_2017 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2017,
Task,EDSMIG-1238,415702,bi.standardized_user_employment_data_delta_2018 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2018,
Task,EDSMIG-1239,415703,bi.standardized_user_employment_data_delta_2019 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2019,
Task,EDSMIG-1240,415704,bi.standardized_user_employment_data_delta_2020 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2020,
Task,EDSMIG-1241,415705,bi.standardized_user_employment_data_delta_2021 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2021,
Task,EDSMIG-1242,415706,bi.standardized_user_employment_data_delta_2022 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2022,
Task,EDSMIG-1243,415707,bi.standardized_user_employment_data_delta_2023 - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_2023,
Task,EDSMIG-1244,415708,bi.standardized_user_employment_data_delta_backlog - Phase 1,To Do,,,bi.standardized_user_employment_data_delta_backlog,
Task,EDSMIG-1245,415709,bi.stanford_exp_skills_data - Phase 1,To Do,,,bi.stanford_exp_skills_data,
Task,EDSMIG-1246,415710,bi.stock_prices - Phase 1,To Do,,,bi.stock_prices,
Task,EDSMIG-1247,415711,bi.subscription_payment_periods_engagement - Phase 1,To Do,,,bi.subscription_payment_periods_engagement,
Task,EDSMIG-1248,415712,bi.subscription_payments - Phase 1,Won't Do,prod.bi.subscription_payments,,bi.subscription_payments,
Task,EDSMIG-1249,415713,bi.subscriptions__attribution_stats - Phase 1,To Do,,,bi.subscriptions__attribution_stats,
Task,EDSMIG-1250,415714,bi.subscriptions__cancel_metadata - Phase 1,To Do,,,bi.subscriptions__cancel_metadata,
Task,EDSMIG-1251,415715,bi.subscriptions__engagement_stats - Phase 1,To Do,,,bi.subscriptions__engagement_stats,
Task,EDSMIG-1252,415716,bi.subscriptions__engagement_stats_free_trial - Phase 1,To Do,,,bi.subscriptions__engagement_stats_free_trial,
Task,EDSMIG-1253,415717,bi.subscriptions__engagement_stats_subs - Phase 1,To Do,,,bi.subscriptions__engagement_stats_subs,
Task,EDSMIG-1254,415718,bi.subscriptions__entry_point - Phase 1,In Progress,prod.bi.subscriptions__entry_point,,bi.subscriptions__entry_point,
Task,EDSMIG-1255,415719,bi.subscriptions__payment_stats - Phase 1,In Progress,prod.bi.subscriptions__payment_stats,,bi.subscriptions__payment_stats,
Task,EDSMIG-1256,415720,bi.subscriptions__start_device_metadata - Phase 1,To Do,,,bi.subscriptions__start_device_metadata,
Task,EDSMIG-1257,415721,bi.subscriptions__transitions - Phase 1,To Do,,,bi.subscriptions__transitions,
Task,EDSMIG-1258,415722,bi.subscriptions__xdp_attribution - Phase 1,Won't Do,,,bi.subscriptions__xdp_attribution,
Task,EDSMIG-1259,415723,bi.subtitle_events - Phase 1,To Do,,,bi.subtitle_events,
Task,EDSMIG-1260,415724,bi.survey_metrics_response_rate - Phase 1,To Do,,,bi.survey_metrics_response_rate,
Task,EDSMIG-1261,415725,bi.survey_options - Phase 1,Won't Do,,,bi.survey_options,
Task,EDSMIG-1262,415726,bi.survey_questions - Phase 1,Won't Do,,,bi.survey_questions,
Task,EDSMIG-1263,415727,bi.survey_sections - Phase 1,Won't Do,,,bi.survey_sections,
Task,EDSMIG-1264,415728,bi.survey_sections_questions - Phase 1,Won't Do,,,bi.survey_sections_questions,
Task,EDSMIG-1265,415729,bi.survey_targeting_alice_cert_completion - Phase 1,To Do,,,bi.survey_targeting_alice_cert_completion,
Task,EDSMIG-1266,415730,bi.survey_targeting_alice_cert_entry - Phase 1,To Do,,,bi.survey_targeting_alice_cert_entry,
Task,EDSMIG-1267,415731,bi.survey_targeting_alice_cert_post - Phase 1,To Do,,,bi.survey_targeting_alice_cert_post,
Task,EDSMIG-1268,415732,bi.survey_targeting_alice_course_post - Phase 1,To Do,,,bi.survey_targeting_alice_course_post,
Task,EDSMIG-1269,415733,bi.survey_targeting_alice_enterprise_entry - Phase 1,To Do,,,bi.survey_targeting_alice_enterprise_entry,
Task,EDSMIG-1270,415734,bi.survey_targeting_alice_enterprise_post - Phase 1,To Do,,,bi.survey_targeting_alice_enterprise_post,
Task,EDSMIG-1271,415735,bi.survey_targeting_alice_spec_entry - Phase 1,To Do,,,bi.survey_targeting_alice_spec_entry,
Task,EDSMIG-1272,415736,bi.survey_targeting_alice_spec_post - Phase 1,To Do,,,bi.survey_targeting_alice_spec_post,
Task,EDSMIG-1273,415737,bi.survey_targeting_consumer_targets - Phase 1,To Do,,,bi.survey_targeting_consumer_targets,
Task,EDSMIG-1274,415738,bi.survey_targeting_consumer_targets_log - Phase 1,To Do,,,bi.survey_targeting_consumer_targets_log,
Task,EDSMIG-1275,415739,bi.survey_targeting_eligible_enrollments - Phase 1,To Do,,,bi.survey_targeting_eligible_enrollments,
Task,EDSMIG-1276,415740,bi.survey_targeting_email_course_spec_post - Phase 1,To Do,,,bi.survey_targeting_email_course_spec_post,
Task,EDSMIG-1277,415741,bi.survey_targeting_email_course_spec_post_log - Phase 1,To Do,,,bi.survey_targeting_email_course_spec_post_log,
Task,EDSMIG-1278,415742,bi.survey_targeting_enterprise_targets - Phase 1,To Do,,,bi.survey_targeting_enterprise_targets,
Task,EDSMIG-1279,415743,bi.survey_targeting_enterprise_targets_log - Phase 1,To Do,,,bi.survey_targeting_enterprise_targets_log,
Task,EDSMIG-1280,415744,bi.survey_targeting_enterprise_targets_user_mapping_logic - Phase 1,To Do,,,bi.survey_targeting_enterprise_targets_user_mapping_logic,
Task,EDSMIG-1281,415745,bi.surveys - Phase 1,Won't Do,,,bi.surveys,
Task,EDSMIG-1282,415746,bi.synthetic_test_results_daily - Phase 1,In Progress,prod.bi.synthetic_test_results_daily,No,bi.synthetic_test_results_daily,https://coursera-data-dev.cloud.databricks.com/editor/notebooks/2671405389467952?o=4788768134532473
Task,EDSMIG-1283,415747,bi.synthetic_test_results_history - Phase 1,In Progress,prod.bi.synthetic_test_results_history,No,bi.synthetic_test_results_history,https://coursera-data-dev.cloud.databricks.com/editor/notebooks/2671405389467483?o=4788768134532473
Task,EDSMIG-1284,415748,bi.synthetic_test_results_monthly - Phase 1,To Do,,,bi.synthetic_test_results_monthly,
Task,EDSMIG-1285,415749,bi.synthetic_test_results_rolling - Phase 1,To Do,,,bi.synthetic_test_results_rolling,
Task,EDSMIG-1286,415750,bi.temp_gwg_16_days_page_views - Phase 1,To Do,,,bi.temp_gwg_16_days_page_views,
Task,EDSMIG-1287,415751,bi.temp_gwg_enrollment_attribution - Phase 1,To Do,,,bi.temp_gwg_enrollment_attribution,
Task,EDSMIG-1288,415752,bi.temp_gwg_enrollments - Phase 1,To Do,,,bi.temp_gwg_enrollments,
Task,EDSMIG-1289,415753,bi.temp_gwg_external_attributions - Phase 1,To Do,,,bi.temp_gwg_external_attributions,
Task,EDSMIG-1290,415754,bi.temp_gwg_first_enrollments - Phase 1,Won't Do,,,bi.temp_gwg_first_enrollments,
Task,EDSMIG-1291,415755,bi.temp_gwg_impressions - Phase 1,To Do,,,bi.temp_gwg_impressions,
Task,EDSMIG-1292,415756,bi.temp_gwg_internal_attributions - Phase 1,To Do,,,bi.temp_gwg_internal_attributions,
Task,EDSMIG-1293,415757,bi.temp_gwg_marketing_performance - Phase 1,To Do,,,bi.temp_gwg_marketing_performance,
Task,EDSMIG-1294,415758,bi.temp_gwg_marketing_performance_all - Phase 1,To Do,,,bi.temp_gwg_marketing_performance_all,
Task,EDSMIG-1295,415759,bi.temp_gwg_page_views - Phase 1,To Do,,,bi.temp_gwg_page_views,
Task,EDSMIG-1296,415760,bi.temp_gwg_xdp_views - Phase 1,To Do,,,bi.temp_gwg_xdp_views,
Task,EDSMIG-1297,415761,bi.tertiary_replacement_predicted_npl_ltv - Phase 1,To Do,,,bi.tertiary_replacement_predicted_npl_ltv,
Task,EDSMIG-1298,415762,bi.thought_leadership_report_enrollments - Phase 1,To Do,,,bi.thought_leadership_report_enrollments,
Task,EDSMIG-1299,415763,bi.thought_leadership_report_users - Phase 1,To Do,,,bi.thought_leadership_report_users,
Task,EDSMIG-1300,415764,bi.time_to_skill - Phase 1,To Do,,,bi.time_to_skill,
Task,EDSMIG-1301,415765,bi.time_to_skill_t2 - Phase 1,To Do,,,bi.time_to_skill_t2,
Task,EDSMIG-1302,415766,bi.tmp_page_view_details_last_ids_backup_2024_01_01 - Phase 1,To Do,,,bi.tmp_page_view_details_last_ids_backup_2024_01_01,
Task,EDSMIG-1303,415767,bi.tmp_page_view_details_last_ids_deprecated - Phase 1,Won't Do,,,bi.tmp_page_view_details_last_ids_deprecated,
Task,EDSMIG-1304,415768,bi.tmp_page_view_details_ordered_events - Phase 1,To Do,,,bi.tmp_page_view_details_ordered_events,
Task,EDSMIG-1305,415769,bi.top_content_by_skill - Phase 1,Done,prod.bi.top_content_by_skill,,bi.top_content_by_skill,
Task,EDSMIG-1306,415770,bi.top_of_funnel_tracking_table - Phase 1,To Do,,,bi.top_of_funnel_tracking_table,
Task,EDSMIG-1307,415771,bi.top_of_funnel_tracking_table_v2 - Phase 1,To Do,,,bi.top_of_funnel_tracking_table_v2,
Task,EDSMIG-1308,415772,bi.top_registration_sources_365_rolling - Phase 1,To Do,,,bi.top_registration_sources_365_rolling,
Task,EDSMIG-1309,415773,bi.top_role_level_pair_in_learner_onboarding - Phase 1,Won't Do,,,bi.top_role_level_pair_in_learner_onboarding,
Task,EDSMIG-1310,415774,bi.top_roles_in_learner_onboarding - Phase 1,To Do,,,bi.top_roles_in_learner_onboarding,
Task,EDSMIG-1311,415775,bi.top_roles_learner_onboarding_after_july_7 - Phase 1,Won't Do,,,bi.top_roles_learner_onboarding_after_july_7,
Task,EDSMIG-1312,415776,bi.topics_about_domains - Phase 1,In Progress,prod.silver.static_topics_about_domains_vw,,bi.topics_about_domains,
Task,EDSMIG-1313,415777,bi.tp_learner_profile_active_snapshot - Phase 1,Won't Do,,,bi.tp_learner_profile_active_snapshot,
Task,EDSMIG-1314,415778,bi.tp_learner_profile_active_snapshot_metrics - Phase 1,Won't Do,,,bi.tp_learner_profile_active_snapshot_metrics,
Task,EDSMIG-1315,415779,bi.tp_learner_profile_views - Phase 1,Won't Do,,,bi.tp_learner_profile_views,
Task,EDSMIG-1316,415780,bi.tp_user_learner_profiles - Phase 1,To Do,,,bi.tp_user_learner_profiles,
Task,EDSMIG-1317,415781,bi.transactions_attribution - Phase 1,To Do,,,bi.transactions_attribution,
Task,EDSMIG-1318,415782,bi.transactions_detail - Phase 1,Won't Do,,,bi.transactions_detail,
Task,EDSMIG-1319,415783,bi.translation_feedback_events - Phase 1,To Do,,,bi.translation_feedback_events,
Task,EDSMIG-1320,415784,bi.turnitin_enterprise_orgs - Phase 1,To Do,,,bi.turnitin_enterprise_orgs,
Task,EDSMIG-1321,415785,bi.tv_likely_2023q3 - Phase 1,To Do,,,bi.tv_likely_2023q3,
Task,EDSMIG-1322,415786,bi.tvsquared_likelyresponses_ny - Phase 1,To Do,,,bi.tvsquared_likelyresponses_ny,
Task,EDSMIG-1323,415787,bi.tvsquared_raw_responses_ny - Phase 1,To Do,,,bi.tvsquared_raw_responses_ny,
Task,EDSMIG-1324,415788,bi.underlying_products - Phase 1,To Do,,,bi.underlying_products,
Task,EDSMIG-1325,415789,bi.underlying_products_universities - Phase 1,To Do,,,bi.underlying_products_universities,
Task,EDSMIG-1326,415790,bi.unified_discovery_events - Phase 1,To Do,,,bi.unified_discovery_events,
Task,EDSMIG-1327,415791,bi.unique_learning_sessions_temp - Phase 1,To Do,,,bi.unique_learning_sessions_temp,
Task,EDSMIG-1328,415792,bi.unopened_email_ent_audience - Phase 1,To Do,,,bi.unopened_email_ent_audience,
Task,EDSMIG-1329,415793,bi.up_course_28day_active_learners - Phase 1,To Do,,,bi.up_course_28day_active_learners,
Task,EDSMIG-1330,415794,bi.up_course_7day_active_learners - Phase 1,To Do,,,bi.up_course_7day_active_learners,
Task,EDSMIG-1331,415795,bi.up_course_activity_learner_counts - Phase 1,To Do,,,bi.up_course_activity_learner_counts,
Task,EDSMIG-1332,415796,bi.up_course_annotated_progress - Phase 1,Won't Do,,,bi.up_course_annotated_progress,
Task,EDSMIG-1333,415797,bi.up_course_announcement_audience_counts - Phase 1,To Do,,,bi.up_course_announcement_audience_counts,
Task,EDSMIG-1334,415798,bi.up_course_announcements_enrollments - Phase 1,To Do,,,bi.up_course_announcements_enrollments,
Task,EDSMIG-1335,415799,bi.up_course_announcements_enrollments_even - Phase 1,To Do,,,bi.up_course_announcements_enrollments_even,
Task,EDSMIG-1336,415800,[assessment]bi.up_course_branch_assessment_answer_patterns - Phase 1,Won't Do,prod.reporting.partner_quiz_ism_aggregate,No,bi.up_course_branch_assessment_answer_patterns,
Task,EDSMIG-1337,415801,bi.up_course_branch_assessment_first_last_responses - Phase 1,Won't Do,prod.gold_base.quiz_question_evaluation ,No,bi.up_course_branch_assessment_first_last_responses,
Task,EDSMIG-1338,415802,[assessment]bi.up_course_branch_assessment_learner_submissions_by_score - Phase 1,Won't Do,prod.reporting.partner_quiz_submissions_first_last_score,Yes,bi.up_course_branch_assessment_learner_submissions_by_score,
Task,EDSMIG-1339,415803,[assessment]bi.up_course_branch_assessment_learner_submissions_by_score_percentage_interval - Phase 1,Won't Do,prod.reporting.partner_quiz_submissions_first_last_score,Yes,bi.up_course_branch_assessment_learner_submissions_by_score_percentage_interval,
Task,EDSMIG-1340,415804,bi.up_course_branch_assessment_learners_by_submission_count - Phase 1,Won't Do,prod.reporting.partner_quiz_attempt_distribution,No,bi.up_course_branch_assessment_learners_by_submission_count,https://coursera-data-dev.cloud.databricks.com/sql/editor/157c890c-313a-4261-807b-642e25130bff?o=4788768134532473
Task,EDSMIG-1341,415805,[assessment]bi.up_course_branch_assessment_question_answers - Phase 1,Won't Do,prod.reporting.partner_quiz_ism_aggregate,Yes,bi.up_course_branch_assessment_question_answers,https://coursera-data-dev.cloud.databricks.com/sql/editor/9b6b48fb-a9b9-46a3-ab4a-a72243baf374?o=4788768134532473
Task,EDSMIG-1342,415806,[assessment]bi.up_course_branch_assessment_question_options - Phase 1,Won't Do,prod.reporting.partner_quiz_ism_aggregate,No,bi.up_course_branch_assessment_question_options,https://coursera-data-dev.cloud.databricks.com/sql/editor/135a9dc8-6cc8-4f85-a652-607585de5a6d?o=4788768134532473
Task,EDSMIG-1343,415807,bi.up_course_branch_assessment_questions - Phase 1,Won't Do,prod.reporting.partner_quiz_ism_aggregate,No,bi.up_course_branch_assessment_questions,https://coursera-data-dev.cloud.databricks.com/sql/editor/99becb29-cc7a-455e-bc7b-91bfbf5abfdd?o=4788768134532473
Task,EDSMIG-1344,415808,bi.up_course_branch_assessment_submissions - Phase 1,Won't Do,,No,bi.up_course_branch_assessment_submissions,
Task,EDSMIG-1345,415809,bi.up_course_branch_assessment_submissions_by_date - Phase 1,Won't Do,prod.reporting.partner_quiz_submissions_daily_count_aggregate,No,bi.up_course_branch_assessment_submissions_by_date,https://coursera-data-dev.cloud.databricks.com/sql/editor/829d62dd-da1d-40d1-a9f5-cefeda4bbfc3?o=4788768134532473
Task,EDSMIG-1346,415810,bi.up_course_branch_assessments - Phase 1,Won't Do,prod.reporting.partner_quiz_submissions_aggregate,Yes,bi.up_course_branch_assessments,
Task,EDSMIG-1347,415811,bi.up_course_branch_dropout - Phase 1,Won't Do,,,bi.up_course_branch_dropout,
Task,EDSMIG-1348,415812,bi.up_course_branch_item_assessments - Phase 1,In Progress,,,bi.up_course_branch_item_assessments,
Task,EDSMIG-1349,415813,bi.up_course_countries - Phase 1,To Do,,,bi.up_course_countries,
Task,EDSMIG-1350,415814,bi.up_course_demographics - Phase 1,To Do,,,bi.up_course_demographics,
Task,EDSMIG-1351,415815,bi.up_course_item_stats - Phase 1,To Do,,,bi.up_course_item_stats,
Task,EDSMIG-1352,415816,bi.up_course_module_items - Phase 1,To Do,,,bi.up_course_module_items,
Task,EDSMIG-1353,415817,bi.up_course_module_stats - Phase 1,To Do,,,bi.up_course_module_stats,
Task,EDSMIG-1354,415818,bi.up_course_pre_enrolled_learners - Phase 1,To Do,,,bi.up_course_pre_enrolled_learners,
Task,EDSMIG-1355,415819,bi.up_course_progress_with_supplements - Phase 1,To Do,,,bi.up_course_progress_with_supplements,
Task,EDSMIG-1356,415820,bi.up_course_stats - Phase 1,To Do,,,bi.up_course_stats,
Task,EDSMIG-1357,415821,bi.up_courses_to_process - Phase 1,To Do,,,bi.up_courses_to_process,
Task,EDSMIG-1358,415822,bi.up_partner_notification_user_counts - Phase 1,To Do,,,bi.up_partner_notification_user_counts,
Task,EDSMIG-1359,415823,bi.up_partner_notification_users - Phase 1,To Do,,,bi.up_partner_notification_users,
Task,EDSMIG-1360,415824,bi.up_session_cookie_user_mapping - Phase 1,To Do,,,bi.up_session_cookie_user_mapping,
Task,EDSMIG-1361,415825,bi.upcoming_degree_dates - Phase 1,To Do,,,bi.upcoming_degree_dates,
Task,EDSMIG-1362,415826,bi.upswell_github_data_source - Phase 1,To Do,,,bi.upswell_github_data_source,
Task,EDSMIG-1363,415827,bi.us_regions - Phase 1,To Do,,,bi.us_regions,
Task,EDSMIG-1364,415828,bi.us_zip_code_info - Phase 1,To Do,,,bi.us_zip_code_info,
Task,EDSMIG-1365,415829,bi.user_append_ltv - Phase 1,To Do,,,bi.user_append_ltv,
Task,EDSMIG-1366,415830,bi.user_course_branch_week_time_spent - Phase 1,Done,prod.bi.user_course_branch_week_time_spent,No,bi.user_course_branch_week_time_spent,
Task,EDSMIG-1367,415831,bi.user_course_completion_rate_boost - Phase 1,To Do,,,bi.user_course_completion_rate_boost,
Task,EDSMIG-1368,415832,bi.user_course_current_module_deadlines - Phase 1,To Do,,,bi.user_course_current_module_deadlines,
Task,EDSMIG-1369,415833,bi.user_course_effort_flags - Phase 1,Done,prod.bi.user_course_effort_flags,No,bi.user_course_effort_flags,
Task,EDSMIG-1370,415834,bi.user_course_enrollments_insights - Phase 1,In Progress,prod.bi.user_course_enrollments_insights,No,bi.user_course_enrollments_insights,
Task,EDSMIG-1371,415835,bi.user_course_item_interactions_sequence - Phase 1,To Do,,,bi.user_course_item_interactions_sequence,
Task,EDSMIG-1372,415836,bi.user_course_item_time_spent - Phase 1,Done,prod.bi.user_course_item_time_spent,No,bi.user_course_item_time_spent,
Task,EDSMIG-1373,415837,bi.user_course_items_first_submission_stats - Phase 1,To Do,,,bi.user_course_items_first_submission_stats,
Task,EDSMIG-1374,415838,bi.user_course_progress_funnel__b2c_course_summary - Phase 1,To Do,,,bi.user_course_progress_funnel__b2c_course_summary,
Task,EDSMIG-1375,415839,bi.user_course_progress_funnel__b2c_module_summary - Phase 1,To Do,,,bi.user_course_progress_funnel__b2c_module_summary,
Task,EDSMIG-1376,415840,bi.user_course_progress_funnel__b2c_specialization_summary - Phase 1,To Do,,,bi.user_course_progress_funnel__b2c_specialization_summary,
Task,EDSMIG-1377,415841,bi.user_course_schedule_affiliations - Phase 1,To Do,,,bi.user_course_schedule_affiliations,
Task,EDSMIG-1378,415842,bi.user_course_weekahead_status - Phase 1,To Do,,,bi.user_course_weekahead_status,
Task,EDSMIG-1379,415843,bi.user_course_weekly_learning - Phase 1,To Do,,,bi.user_course_weekly_learning,
Task,EDSMIG-1380,415844,bi.user_course_weekly_learning_benchmarks - Phase 1,To Do,,,bi.user_course_weekly_learning_benchmarks,
Task,EDSMIG-1381,415845,bi.user_daily_mobile_access - Phase 1,To Do,,,bi.user_daily_mobile_access,
Task,EDSMIG-1382,415846,bi.user_domain_interests - Phase 1,To Do,,,bi.user_domain_interests,
Task,EDSMIG-1383,415847,bi.user_email_filters - Phase 1,To Do,,,bi.user_email_filters,
Task,EDSMIG-1384,415848,bi.user_employment_non_standardized - Phase 1,To Do,,,bi.user_employment_non_standardized,
Task,EDSMIG-1385,415849,bi.user_event_listagg - Phase 1,To Do,,,bi.user_event_listagg,
Task,EDSMIG-1386,415850,bi.user_inferred_language - Phase 1,To Do,,,bi.user_inferred_language,
Task,EDSMIG-1387,415851,bi.user_item_assessment_quality - Phase 1,To Do,,,bi.user_item_assessment_quality,
Task,EDSMIG-1388,415852,bi.user_language_preferences - Phase 1,To Do,,,bi.user_language_preferences,
Task,EDSMIG-1389,415853,bi.user_level_long_data - Phase 1,To Do,,,bi.user_level_long_data,
Task,EDSMIG-1390,415854,bi.user_level_skill - Phase 1,Won't Do,,,bi.user_level_skill,
Task,EDSMIG-1391,415855,bi.user_max_ltv - Phase 1,To Do,,,bi.user_max_ltv,
Task,EDSMIG-1392,415856,bi.user_membership_status - Phase 1,To Do,,,bi.user_membership_status,
Task,EDSMIG-1393,415857,bi.user_model_output1 - Phase 1,To Do,,,bi.user_model_output1,
Task,EDSMIG-1394,415858,bi.user_notes_video - Phase 1,To Do,,,bi.user_notes_video,
Task,EDSMIG-1395,415859,bi.user_notification_preferences - Phase 1,To Do,,,bi.user_notification_preferences,
Task,EDSMIG-1396,415860,bi.user_peer_review_submissions - Phase 1,To Do,,,bi.user_peer_review_submissions,
Task,EDSMIG-1397,415861,bi.user_profile_language_updates - Phase 1,To Do,,,bi.user_profile_language_updates,
Task,EDSMIG-1398,415862,bi.user_profile_metrics_daily - Phase 1,To Do,,,bi.user_profile_metrics_daily,
Task,EDSMIG-1399,415863,bi.user_programming_assignments - Phase 1,To Do,,,bi.user_programming_assignments,
Task,EDSMIG-1400,415864,bi.user_push_notification_send_time - Phase 1,To Do,,,bi.user_push_notification_send_time,
Task,EDSMIG-1401,415865,bi.user_staff_graded_submissions - Phase 1,Won't Do,,,bi.user_staff_graded_submissions,
Task,EDSMIG-1402,415866,bi.user_support_tiers - Phase 1,To Do,,,bi.user_support_tiers,
Task,EDSMIG-1403,415867,bi.user_wide_ltv_values - Phase 1,To Do,,,bi.user_wide_ltv_values,
Task,EDSMIG-1404,415868,bi.user_wide_ltv_values_summary - Phase 1,To Do,,,bi.user_wide_ltv_values_summary,
Task,EDSMIG-1405,415869,bi.users_with_verified_coursera_email - Phase 1,To Do,,,bi.users_with_verified_coursera_email,
Task,EDSMIG-1406,415870,bi.veolia_program_data - Phase 1,To Do,,,bi.veolia_program_data,
Task,EDSMIG-1407,415871,bi.versioned_course_slug_to_id_map - Phase 1,To Do,,,bi.versioned_course_slug_to_id_map,
Task,EDSMIG-1408,415872,bi.versioned_phoenix_specialization_slug_to_id_map - Phase 1,To Do,,,bi.versioned_phoenix_specialization_slug_to_id_map,
Task,EDSMIG-1409,415873,bi.visitor_countrygroup_mapping - Phase 1,To Do,,,bi.visitor_countrygroup_mapping,
Task,EDSMIG-1410,415874,bi.wal_course - Phase 1,Done,,,bi.wal_course,
Task,EDSMIG-1411,415875,bi.wdi_country_internet_availability - Phase 1,To Do,,,bi.wdi_country_internet_availability,
Task,EDSMIG-1412,415876,bi.web_app_owners - Phase 1,To Do,,,bi.web_app_owners,
Task,EDSMIG-1413,415877,bi.weekly_active_learners_stats - Phase 1,To Do,,,bi.weekly_active_learners_stats,
Task,EDSMIG-1414,415878,bi.weekly_cumulative_app_submits - Phase 1,To Do,,,bi.weekly_cumulative_app_submits,
Task,EDSMIG-1415,415879,bi.weekly_recs_featured_list - Phase 1,Won't Do,,,bi.weekly_recs_featured_list,
Task,EDSMIG-1416,415880,bi.wef_career_crosswalk - Phase 1,To Do,,,bi.wef_career_crosswalk,
Task,EDSMIG-1417,415881,bi.wipo_country_innovation_index - Phase 1,To Do,,,bi.wipo_country_innovation_index,
Task,EDSMIG-1418,415883,bi.wis_experiment_course_branches - Phase 1,To Do,,,bi.wis_experiment_course_branches,
Task,EDSMIG-1419,415884,bi.world_bank_country_stats - Phase 1,To Do,,,bi.world_bank_country_stats,
Task,EDSMIG-1420,415885,bi.wow_retention - Phase 1,To Do,,,bi.wow_retention,
Task,EDSMIG-1421,415886,bi.wow_retention_lihp - Phase 1,To Do,,,bi.wow_retention_lihp,
Task,EDSMIG-1422,415887,bi.xdp_views - Phase 1,To Do,,,bi.xdp_views,
Task,EDSMIG-1423,415888,bi.xdp_views_with_profile_language - Phase 1,To Do,,,bi.xdp_views_with_profile_language,
Task,EDSMIG-1424,415889,bi.yixi_one_off_lmslxp - Phase 1,To Do,,,bi.yixi_one_off_lmslxp,
Task,EDSMIG-1425,415890,bi.yixi_one_off_narr_lms - Phase 1,To Do,,,bi.yixi_one_off_narr_lms,
Task,EDSMIG-1426,415891,bi.yixi_one_off_product_usage - Phase 1,Won't Do,,,bi.yixi_one_off_product_usage,
Task,EDSMIG-1427,415892,bi.yixi_one_off_renewal_analysis - Phase 1,To Do,,,bi.yixi_one_off_renewal_analysis,
Task,EDSMIG-1428,415893,bi.yixi_one_off_rr_lms - Phase 1,To Do,,,bi.yixi_one_off_rr_lms,
Task,EDSMIG-1429,415894,bi.zendesk_help_ticket_tags - Phase 1,Won't Do,,,bi.zendesk_help_ticket_tags,
Task,EDSMIG-1430,415895,bi.zendesk_support_tickets_tags - Phase 1,Won't Do,,,bi.zendesk_support_tickets_tags,
Task,EDSMIG-1431,415896,bi_dev.b2c_funnel_global_holdout - Phase 1,Won't Do,,,bi_dev.b2c_funnel_global_holdout,
Task,EDSMIG-1432,415897,bi_dev.b2c_funnel_monthly_user_level_states - Phase 1,Won't Do,,,bi_dev.b2c_funnel_monthly_user_level_states,
Task,EDSMIG-1433,415898,bi_dev.b2c_funnel_sitewide_multipliers - Phase 1,Won't Do,,,bi_dev.b2c_funnel_sitewide_multipliers,
Task,EDSMIG-1434,415899,bi_dev.b2c_funnel_sitewide_multipliers_audience - Phase 1,Won't Do,,,bi_dev.b2c_funnel_sitewide_multipliers_audience,
Task,EDSMIG-1435,415900,bi_dev.b2c_funnel_sitewide_multipliers_page - Phase 1,Won't Do,,,bi_dev.b2c_funnel_sitewide_multipliers_page,
Task,EDSMIG-1436,415901,bi_dev.b2c_funnel_states - Phase 1,Won't Do,,,bi_dev.b2c_funnel_states,
Task,EDSMIG-1437,415902,bi_dev.b2c_funnel_states_global_holdout - Phase 1,Won't Do,,,bi_dev.b2c_funnel_states_global_holdout,
Task,EDSMIG-1438,415903,bi_dev.b2c_funnel_states_product - Phase 1,Won't Do,,,bi_dev.b2c_funnel_states_product,
Task,EDSMIG-1439,415904,bi_dev.b2c_funnel_states_product_region - Phase 1,Won't Do,,,bi_dev.b2c_funnel_states_product_region,
Task,EDSMIG-1440,415905,bi_dev.b2c_funnel_states_region - Phase 1,Won't Do,,,bi_dev.b2c_funnel_states_region,
Task,EDSMIG-1441,415906,bi_dev.b2c_funnel_transitions - Phase 1,Won't Do,,,bi_dev.b2c_funnel_transitions,
Task,EDSMIG-1442,415907,bi_dev.b2c_funnel_transitions_global_holdout - Phase 1,Won't Do,,,bi_dev.b2c_funnel_transitions_global_holdout,
