Issue Type,Issue key,Issue id,Summary,Status,Custom field (EDS equivalent table),Custom field (EDW table replaced with external table?),Custom field (EDW table),Custom field (Validation details (optional))
Task,EDSMIG-7640,493640,bi. b2c_funnel_monthly_new_user_level_states_v2,To Do,,,,
Task,EDSMIG-1,414449,bi.core_enrollments - Phase 1,To Do,,,bi.core_enrollments,
Epic,EDSMIG-2,414462,bi,To Do,,,,
Epic,EDSMIG-3,414463,bi_dev,To Do,,,,
Epic,EDSMIG-4,414464,bi_stg,To Do,,,,
Epic,EDSMIG-5,414465,biv,To Do,,,,
Epic,EDSMIG-6,414466,core,To Do,,,,
Epic,EDSMIG-7,414467,core_dev,To Do,,,,
Epic,EDSMIG-8,414468,core_prep,To Do,,,,
Epic,EDSMIG-9,414469,core_prep_dev,To Do,,,,
Epic,EDSMIG-10,414470,core_prep_stg,To Do,,,,
Epic,EDSMIG-11,414471,core_stg,To Do,,,,
Epic,EDSMIG-12,414472,dev_ml,To Do,,,,
Epic,EDSMIG-13,414473,exportv,To Do,,,,
Epic,EDSMIG-14,414474,finsys,To Do,,,,
Epic,EDSMIG-15,414475,finsys_dev,To Do,,,,
Epic,EDSMIG-16,414476,finsys_stg,To Do,,,,
Epic,EDSMIG-17,414477,hist,To Do,,,,
Epic,EDSMIG-19,414479,operating_metrics,To Do,,,,
Epic,EDSMIG-20,414480,operating_metrics_dev,To Do,,,,
Epic,EDSMIG-21,414481,pii,To Do,,,,
Epic,EDSMIG-22,414482,pii_dev,To Do,,,,
Epic,EDSMIG-23,414483,pii_enterprise_restricted,To Do,,,,
Epic,EDSMIG-24,414484,pii_stg,To Do,,,,
Epic,EDSMIG-25,414485,prod,To Do,,,,
Epic,EDSMIG-26,414486,prod_dev,To Do,,,,
Epic,EDSMIG-27,414487,prod_ml,To Do,,,,
Epic,EDSMIG-28,414488,reporting,To Do,,,,
Epic,EDSMIG-29,414489,reporting_dev,To Do,,,,
Epic,EDSMIG-30,414490,reporting_snapshot,To Do,,,,
Epic,EDSMIG-31,414491,reporting_snapshot_ds,To Do,,,,
Epic,EDSMIG-32,414492,salesforce,To Do,,,,
Epic,EDSMIG-33,414493,salesforce_degrees_marketing,To Do,,,,
Epic,EDSMIG-34,414494,salesforce_marketing,To Do,,,,
Epic,EDSMIG-35,414495,zendesk_community,To Do,,,,
Epic,EDSMIG-36,414496,zendesk_gtc,To Do,,,,
Epic,EDSMIG-37,414497,zendesk_hecparis,To Do,,,,
Epic,EDSMIG-38,414498,zendesk_help,To Do,,,,
Epic,EDSMIG-39,414499,zendesk_illinois,To Do,,,,
Epic,EDSMIG-40,414500,zendesk_support,To Do,,,,
Task,EDSMIG-41,414505,zendesk_support.attachments - Phase 1,Won't Do,,,zendesk_support.attachments,
Task,EDSMIG-42,414506,zendesk_support.groups - Phase 1,Won't Do,,,zendesk_support.groups,
Task,EDSMIG-43,414507,zendesk_support.organizations - Phase 1,Won't Do,,,zendesk_support.organizations,
Task,EDSMIG-44,414508,zendesk_support.satisfaction_ratings - Phase 1,Won't Do,,,zendesk_support.satisfaction_ratings,
Task,EDSMIG-45,414509,zendesk_support.ticket_events - Phase 1,Won't Do,,,zendesk_support.ticket_events,
Task,EDSMIG-46,414510,zendesk_support.ticket_fields - Phase 1,Won't Do,,,zendesk_support.ticket_fields,
Task,EDSMIG-47,414511,zendesk_support.ticket_metrics - Phase 1,Won't Do,,,zendesk_support.ticket_metrics,
Task,EDSMIG-48,414512,zendesk_support.tickets - Phase 1,Won't Do,,,zendesk_support.tickets,
Task,EDSMIG-49,414513,zendesk_support.users - Phase 1,Won't Do,,,zendesk_support.users,
Task,EDSMIG-59,414523,zendesk_illinois.attachments - Phase 1,To Do,,,zendesk_illinois.attachments,
Task,EDSMIG-60,414524,zendesk_illinois.groups - Phase 1,To Do,,,zendesk_illinois.groups,
Task,EDSMIG-61,414525,zendesk_illinois.organizations - Phase 1,To Do,,,zendesk_illinois.organizations,
Task,EDSMIG-62,414526,zendesk_illinois.satisfaction_ratings - Phase 1,To Do,,,zendesk_illinois.satisfaction_ratings,
Task,EDSMIG-63,414527,zendesk_illinois.ticket_events - Phase 1,To Do,,,zendesk_illinois.ticket_events,
Task,EDSMIG-64,414528,zendesk_illinois.ticket_fields - Phase 1,To Do,,,zendesk_illinois.ticket_fields,
Task,EDSMIG-65,414529,zendesk_illinois.ticket_metrics - Phase 1,To Do,,,zendesk_illinois.ticket_metrics,
Task,EDSMIG-66,414530,zendesk_illinois.tickets - Phase 1,To Do,,,zendesk_illinois.tickets,
Task,EDSMIG-67,414531,zendesk_illinois.users - Phase 1,To Do,,,zendesk_illinois.users,
Task,EDSMIG-68,414532,bi.epic_enrollment_impressions_detail - Phase 1,To Do,,,bi.epic_enrollment_impressions_detail,
Task,EDSMIG-69,414533,bi.session_cookie_item_completions - Phase 1,To Do,,,bi.session_cookie_item_completions,
Task,EDSMIG-70,414534,bi.core_cookies - Phase 1,To Do,,,bi.core_cookies,
Task,EDSMIG-71,414535,bi.discovery_clicks - Phase 1,To Do,,,bi.discovery_clicks,
Task,EDSMIG-72,414536,bi.discovery_impressions - Phase 1,To Do,,,bi.discovery_impressions,
Task,EDSMIG-73,414537,bi.alice_user_profile - Phase 1,To Do,,,bi.alice_user_profile,
Task,EDSMIG-74,414538,bi.content_metadata_entity_career_mapping - Phase 1,To Do,,,bi.content_metadata_entity_career_mapping,
Task,EDSMIG-75,414539,bi.core_6mo_learner_activity - Phase 1,To Do,,,bi.core_6mo_learner_activity,
Task,EDSMIG-76,414540,bi.core_daily_course_activity - Phase 1,To Do,,,bi.core_daily_course_activity,
Task,EDSMIG-77,414541,bi.core_daily_enrollment_activity - Phase 1,To Do,,,bi.core_daily_enrollment_activity,
Task,EDSMIG-78,414542,bi.core_daily_learner_activity - Phase 1,To Do,,,bi.core_daily_learner_activity,
Task,EDSMIG-79,414543,bi.core_monthly_enrollment_activity - Phase 1,To Do,,,bi.core_monthly_enrollment_activity,
Task,EDSMIG-80,414544,bi.core_monthly_learner_activity - Phase 1,To Do,,,bi.core_monthly_learner_activity,
Task,EDSMIG-81,414545,bi.core_payments - Phase 1,To Do,,,bi.core_payments,
Task,EDSMIG-82,414546,bi.core_refunds - Phase 1,To Do,,,bi.core_refunds,
Task,EDSMIG-83,414547,bi.core_user_course_branch_modules - Phase 1,To Do,,,bi.core_user_course_branch_modules,
Task,EDSMIG-84,414548,bi.core_user_course_branch_weeks - Phase 1,Done,prod.bi.core_user_course_branch_weeks,No,bi.core_user_course_branch_weeks,
Task,EDSMIG-85,414549,bi.core_user_course_items - Phase 1,To Do,,,bi.core_user_course_items,
Task,EDSMIG-86,414550,bi.core_user_course_modules - Phase 1,To Do,,,bi.core_user_course_modules,
Task,EDSMIG-87,414551,bi.core_users - Phase 1,Won't Do,,,bi.core_users,
Task,EDSMIG-88,414552,bi.core_users__fb_work_and_education - Phase 1,To Do,,,bi.core_users__fb_work_and_education,
Task,EDSMIG-89,414553,bi.core_users__location - Phase 1,To Do,,,bi.core_users__location,
Task,EDSMIG-90,414554,bi.core_users__onboarding - Phase 1,To Do,,,bi.core_users__onboarding,
Task,EDSMIG-91,414555,bi.core_weekly_enrollment_activity - Phase 1,To Do,,,bi.core_weekly_enrollment_activity,
Task,EDSMIG-92,414556,bi.courses_about_domains - Phase 1,In Progress,prod.gold.courses_vw,,bi.courses_about_domains,
Task,EDSMIG-93,414557,bi.courses_about_premium_experience - Phase 1,In Progress,prod.gold.courses_vw,,bi.courses_about_premium_experience,
Task,EDSMIG-94,414558,bi.crystal_ball_post_launch_drivers_q - Phase 1,To Do,,,bi.crystal_ball_post_launch_drivers_q,
Task,EDSMIG-95,414559,bi.crystal_ball_post_launch_drivers_rsq - Phase 1,To Do,,,bi.crystal_ball_post_launch_drivers_rsq,
Task,EDSMIG-96,414560,bi.crystal_ball_post_launch_drivers_ts - Phase 1,To Do,,,bi.crystal_ball_post_launch_drivers_ts,
Task,EDSMIG-97,414561,bi.crystal_ball_post_launch_features - Phase 1,To Do,,,bi.crystal_ball_post_launch_features,
Task,EDSMIG-98,414562,bi.crystal_ball_post_launch_new_content - Phase 1,To Do,,,bi.crystal_ball_post_launch_new_content,
Task,EDSMIG-99,414563,bi.crystal_ball_post_launch_weekly_movers - Phase 1,To Do,,,bi.crystal_ball_post_launch_weekly_movers,
Task,EDSMIG-100,414564,bi.enterprise_employer_demographic_mapping - Phase 1,To Do,,,bi.enterprise_employer_demographic_mapping,
Task,EDSMIG-101,414565,bi.epic_session_daily_event_summary - Phase 1,To Do,,,bi.epic_session_daily_event_summary,
Task,EDSMIG-102,414566,bi.epic_session_event_summary - Phase 1,To Do,,,bi.epic_session_event_summary,
Task,EDSMIG-103,414567,bi.epic_session_impressions - Phase 1,In Progress,prod.bi.epic_session_impressions,,bi.epic_session_impressions,
Task,EDSMIG-104,414568,bi.epic_url_daily_event_summary - Phase 1,To Do,,,bi.epic_url_daily_event_summary,
Task,EDSMIG-105,414569,bi.epic_url_impressions - Phase 1,To Do,,,bi.epic_url_impressions,
Task,EDSMIG-106,414570,bi.epic_url_url_daily_event_summary - Phase 1,To Do,,,bi.epic_url_url_daily_event_summary,
Task,EDSMIG-107,414571,bi.epic_user_daily_event_summary - Phase 1,To Do,,,bi.epic_user_daily_event_summary,
Task,EDSMIG-108,414572,bi.epic_user_event_summary - Phase 1,To Do,,,bi.epic_user_event_summary,
Task,EDSMIG-109,414573,bi.help_button_clicks - Phase 1,Won't Do,,,bi.help_button_clicks,
Task,EDSMIG-110,414574,bi.learner_outcomes_survey_recurring - Phase 1,To Do,,,bi.learner_outcomes_survey_recurring,
Task,EDSMIG-111,414575,bi.page_view_attributions - Phase 1,To Do,,,bi.page_view_attributions,
Task,EDSMIG-112,414576,bi.sitewide_subs_course_ownerships - Phase 1,To Do,,,bi.sitewide_subs_course_ownerships,
Task,EDSMIG-113,414577,bi.skills_transformation_filters - Phase 1,Won't Do,,,bi.skills_transformation_filters,
Task,EDSMIG-114,414578,bi.subscriptions - Phase 1,In Progress,prod.bi.subscriptions,,bi.subscriptions,
Task,EDSMIG-115,414579,bi.up_course_supplement_views - Phase 1,To Do,,,bi.up_course_supplement_views,
Task,EDSMIG-116,414580,bi.__del_analytics_coenrollments - Phase 1,Won't Do,,,bi.__del_analytics_coenrollments,
Task,EDSMIG-117,414581,bi.__del_enterprise_c4cv_contract_utilization_snapshot - Phase 1,Won't Do,,,bi.__del_enterprise_c4cv_contract_utilization_snapshot,
Task,EDSMIG-118,414582,bi.__del_enterprise_c4cv_contracts - Phase 1,Won't Do,,,bi.__del_enterprise_c4cv_contracts,
Task,EDSMIG-119,414583,bi.__del_enterprise_c4cv_invitations_members - Phase 1,Won't Do,,,bi.__del_enterprise_c4cv_invitations_members,
Task,EDSMIG-120,414584,bi.__del_enterprise_c4cv_utilization_metrics_daily - Phase 1,Won't Do,,,bi.__del_enterprise_c4cv_utilization_metrics_daily,
Task,EDSMIG-121,414585,bi.abandoned_cdp_view_similarity_recs - Phase 1,To Do,,,bi.abandoned_cdp_view_similarity_recs,
Task,EDSMIG-122,414586,bi.abandoned_sdp_view_similarity_recs - Phase 1,To Do,,,bi.abandoned_sdp_view_similarity_recs,
Task,EDSMIG-123,414587,bi.activations - Phase 1,To Do,,,bi.activations,
Task,EDSMIG-124,414588,bi.active_learners_countries - Phase 1,To Do,,,bi.active_learners_countries,
Task,EDSMIG-125,414589,bi.active_subscriptions - Phase 1,Done,prod.bi.active_subscriptions,No,bi.active_subscriptions,
Task,EDSMIG-126,414590,bi.adjusted_predicted_npl_ltv - Phase 1,To Do,,,bi.adjusted_predicted_npl_ltv,
Task,EDSMIG-127,414591,bi.algolia_indexing_products_for_custom_ranking - Phase 1,To Do,,,bi.algolia_indexing_products_for_custom_ranking,
Task,EDSMIG-128,414592,bi.algolia_indexing_products_for_unbiased_data_test - Phase 1,To Do,,,bi.algolia_indexing_products_for_unbiased_data_test,
Task,EDSMIG-129,414593,bi.alice_click_events - Phase 1,To Do,,,bi.alice_click_events,
Task,EDSMIG-130,414594,bi.alice_los_profile_entries - Phase 1,To Do,,,bi.alice_los_profile_entries,
Task,EDSMIG-131,414595,bi.alice_message_impressions_details - Phase 1,Won't Do,,,bi.alice_message_impressions_details,
Task,EDSMIG-132,414596,bi.all_engaged_learners - Phase 1,Won't Do,,,bi.all_engaged_learners,
Task,EDSMIG-133,414597,bi.amplitude_add_to_cart_event - Phase 1,Won't Do,,,bi.amplitude_add_to_cart_event,
Task,EDSMIG-134,414598,bi.amplitude_add_to_cart_last_date - Phase 1,Won't Do,,,bi.amplitude_add_to_cart_last_date,
Task,EDSMIG-135,414599,bi.amplitude_all_dates_all_events - Phase 1,Won't Do,,,bi.amplitude_all_dates_all_events,
Task,EDSMIG-136,414600,bi.amplitude_cart_all_events - Phase 1,Won't Do,,,bi.amplitude_cart_all_events,
Task,EDSMIG-137,414601,bi.amplitude_cart_events - Phase 1,To Do,,,bi.amplitude_cart_events,
Task,EDSMIG-138,414602,bi.amplitude_course_activity - Phase 1,Won't Do,,,bi.amplitude_course_activity,
Task,EDSMIG-139,414603,bi.amplitude_course_activity_all_events - Phase 1,Won't Do,,,bi.amplitude_course_activity_all_events,
Task,EDSMIG-140,414604,bi.amplitude_course_activity_last_date - Phase 1,Won't Do,,,bi.amplitude_course_activity_last_date,
Task,EDSMIG-141,414605,bi.amplitude_course_complete_event - Phase 1,Won't Do,,,bi.amplitude_course_complete_event,
Task,EDSMIG-142,414606,bi.amplitude_course_enrollments - Phase 1,Won't Do,,,bi.amplitude_course_enrollments,
Task,EDSMIG-143,414607,bi.amplitude_course_enrollments_last_date - Phase 1,Won't Do,,,bi.amplitude_course_enrollments_last_date,
Task,EDSMIG-144,414608,bi.amplitude_course_start_event - Phase 1,Won't Do,,,bi.amplitude_course_start_event,
Task,EDSMIG-145,414609,bi.amplitude_dated_cookies - Phase 1,To Do,,,bi.amplitude_dated_cookies,
Task,EDSMIG-146,414610,bi.amplitude_dated_page_views - Phase 1,Won't Do,,,bi.amplitude_dated_page_views,
Task,EDSMIG-147,414611,bi.amplitude_dated_raw_events - Phase 1,Won't Do,,,bi.amplitude_dated_raw_events,
Task,EDSMIG-148,414612,bi.amplitude_dated_raw_events_pii - Phase 1,Won't Do,,,bi.amplitude_dated_raw_events_pii,
Task,EDSMIG-149,414613,bi.amplitude_enroll_all_events - Phase 1,Won't Do,,,bi.amplitude_enroll_all_events,
Task,EDSMIG-150,414614,bi.amplitude_enroll_events_no_cookie - Phase 1,Won't Do,,,bi.amplitude_enroll_events_no_cookie,
Task,EDSMIG-151,414615,bi.amplitude_enroll_events_w_cookie - Phase 1,Won't Do,,,bi.amplitude_enroll_events_w_cookie,
Task,EDSMIG-152,414616,bi.amplitude_enterprise_custom_properties - Phase 1,Won't Do,,,bi.amplitude_enterprise_custom_properties,
Task,EDSMIG-153,414617,bi.amplitude_epic_experiments - Phase 1,Won't Do,,,bi.amplitude_epic_experiments,
Task,EDSMIG-154,414618,bi.amplitude_event_properties - Phase 1,Won't Do,,,bi.amplitude_event_properties,
Task,EDSMIG-155,414619,bi.amplitude_event_properties_pii - Phase 1,Won't Do,,,bi.amplitude_event_properties_pii,
Task,EDSMIG-156,414620,bi.amplitude_events - Phase 1,Won't Do,,,bi.amplitude_events,
Task,EDSMIG-157,414621,bi.amplitude_events_pii - Phase 1,Won't Do,,,bi.amplitude_events_pii,
Task,EDSMIG-158,414622,bi.amplitude_export_cart_events - Phase 1,Won't Do,,,bi.amplitude_export_cart_events,
Task,EDSMIG-159,414623,bi.amplitude_export_course_activity - Phase 1,To Do,,,bi.amplitude_export_course_activity,
Task,EDSMIG-160,414624,bi.amplitude_export_enrollments - Phase 1,Won't Do,,,bi.amplitude_export_enrollments,
Task,EDSMIG-161,414625,bi.amplitude_export_events - Phase 1,Won't Do,,,bi.amplitude_export_events,
Task,EDSMIG-162,414626,bi.amplitude_export_page_views - Phase 1,Won't Do,,,bi.amplitude_export_page_views,
Task,EDSMIG-163,414627,bi.amplitude_export_s12n_activity - Phase 1,To Do,,,bi.amplitude_export_s12n_activity,
Task,EDSMIG-164,414628,bi.amplitude_export_s12n_complete - Phase 1,Won't Do,,,bi.amplitude_export_s12n_complete,
Task,EDSMIG-165,414629,bi.amplitude_export_transactions - Phase 1,Won't Do,,,bi.amplitude_export_transactions,
Task,EDSMIG-166,414630,bi.amplitude_export_wes_transactions - Phase 1,To Do,,,bi.amplitude_export_wes_transactions,
Task,EDSMIG-167,414631,bi.amplitude_page_views_all_fields - Phase 1,Won't Do,,,bi.amplitude_page_views_all_fields,
Task,EDSMIG-168,414632,bi.amplitude_page_views_new - Phase 1,Won't Do,,,bi.amplitude_page_views_new,
Task,EDSMIG-169,414633,bi.amplitude_phoenix_specialization_enrollments - Phase 1,Won't Do,,,bi.amplitude_phoenix_specialization_enrollments,
Task,EDSMIG-170,414634,bi.amplitude_phoenix_specialization_enrollments_last_date - Phase 1,Won't Do,,,bi.amplitude_phoenix_specialization_enrollments_last_date,
Task,EDSMIG-171,414635,bi.amplitude_s12n_activity - Phase 1,To Do,,,bi.amplitude_s12n_activity,
Task,EDSMIG-172,414636,bi.amplitude_s12n_activity_all_events - Phase 1,To Do,,,bi.amplitude_s12n_activity_all_events,
Task,EDSMIG-173,414637,bi.amplitude_s12n_activity_last_date - Phase 1,To Do,,,bi.amplitude_s12n_activity_last_date,
Task,EDSMIG-174,414638,bi.amplitude_s12n_complete - Phase 1,Won't Do,,,bi.amplitude_s12n_complete,
Task,EDSMIG-175,414639,bi.amplitude_s12n_complete_all_events - Phase 1,Won't Do,,,bi.amplitude_s12n_complete_all_events,
Task,EDSMIG-176,414640,bi.amplitude_s12n_complete_event - Phase 1,Won't Do,,,bi.amplitude_s12n_complete_event,
Task,EDSMIG-177,414641,bi.amplitude_s12n_enroll_all_events - Phase 1,Won't Do,,,bi.amplitude_s12n_enroll_all_events,
Task,EDSMIG-178,414642,bi.amplitude_s12n_enroll_events_no_cookie - Phase 1,Won't Do,,,bi.amplitude_s12n_enroll_events_no_cookie,
Task,EDSMIG-179,414643,bi.amplitude_s12n_enroll_events_w_cookie - Phase 1,Won't Do,,,bi.amplitude_s12n_enroll_events_w_cookie,
Task,EDSMIG-180,414644,bi.amplitude_s12n_first_course_complete_event - Phase 1,Won't Do,,,bi.amplitude_s12n_first_course_complete_event,
Task,EDSMIG-181,414645,bi.amplitude_s12n_half_complete_event - Phase 1,Won't Do,,,bi.amplitude_s12n_half_complete_event,
Task,EDSMIG-182,414646,bi.amplitude_s12n_start_event - Phase 1,To Do,,,bi.amplitude_s12n_start_event,
Task,EDSMIG-183,414647,bi.amplitude_transaction_properties - Phase 1,Won't Do,,,bi.amplitude_transaction_properties,
Task,EDSMIG-184,414648,bi.amplitude_transactions - Phase 1,Won't Do,,,bi.amplitude_transactions,
Task,EDSMIG-185,414649,bi.amplitude_transactions_last_date - Phase 1,Won't Do,,,bi.amplitude_transactions_last_date,
Task,EDSMIG-186,414650,bi.amplitude_transactions_with_any_event - Phase 1,Won't Do,,,bi.amplitude_transactions_with_any_event,
Task,EDSMIG-187,414651,bi.amplitude_transactions_with_checkout_event - Phase 1,Won't Do,,,bi.amplitude_transactions_with_checkout_event,
Task,EDSMIG-188,414652,bi.amplitude_transactions_with_core_cookie - Phase 1,Won't Do,,,bi.amplitude_transactions_with_core_cookie,
Task,EDSMIG-189,414653,bi.amplitude_underlying_products_partners_agg - Phase 1,To Do,,,bi.amplitude_underlying_products_partners_agg,
Task,EDSMIG-190,414654,bi.amplitude_user_properties - Phase 1,To Do,,,bi.amplitude_user_properties,
Task,EDSMIG-191,414655,bi.amplitude_wes_transaction_properties - Phase 1,To Do,,,bi.amplitude_wes_transaction_properties,
Task,EDSMIG-192,414656,bi.amplitude_wes_transactions - Phase 1,To Do,,,bi.amplitude_wes_transactions,
Task,EDSMIG-193,414657,bi.amplitude_wes_transactions_last_date - Phase 1,To Do,,,bi.amplitude_wes_transactions_last_date,
Task,EDSMIG-194,414658,bi.amplitude_wes_transactions_missing_cookie - Phase 1,To Do,,,bi.amplitude_wes_transactions_missing_cookie,
Task,EDSMIG-195,414659,bi.analysis_forum_threads - Phase 1,To Do,,,bi.analysis_forum_threads,
Task,EDSMIG-196,414660,bi.assessment_question_lecture_feedback_match - Phase 1,Won't Do,,,bi.assessment_question_lecture_feedback_match,
Task,EDSMIG-197,414661,bi.assessment_review_items - Phase 1,To Do,,,bi.assessment_review_items,
Task,EDSMIG-198,414662,bi.assessments_events_stats - Phase 1,To Do,,,bi.assessments_events_stats,
Task,EDSMIG-199,414663,bi.at_risk_learner_email_cohort - Phase 1,To Do,,,bi.at_risk_learner_email_cohort,
Task,EDSMIG-200,414664,bi.b2b_region_country_mapping - Phase 1,To Do,,,bi.b2b_region_country_mapping,
Task,EDSMIG-201,414665,bi.b2c_funnel_daily_rolling_dormant_payers - Phase 1,To Do,,,bi.b2c_funnel_daily_rolling_dormant_payers,
Task,EDSMIG-202,414666,bi.b2c_funnel_daily_rolling_existing_free_activated - Phase 1,To Do,,,bi.b2c_funnel_daily_rolling_existing_free_activated,
Task,EDSMIG-203,414667,bi.b2c_funnel_daily_rolling_existing_never_activated - Phase 1,To Do,,,bi.b2c_funnel_daily_rolling_existing_never_activated,
Task,EDSMIG-204,414668,bi.b2c_funnel_daily_rolling_existing_payers - Phase 1,To Do,,,bi.b2c_funnel_daily_rolling_existing_payers,
Task,EDSMIG-205,414669,bi.b2c_funnel_daily_rolling_new_users - Phase 1,To Do,,,bi.b2c_funnel_daily_rolling_new_users,
Task,EDSMIG-206,414670,bi.b2c_funnel_daily_rolling_user_status_with_product - Phase 1,To Do,,,bi.b2c_funnel_daily_rolling_user_status_with_product,
Task,EDSMIG-207,414671,bi.b2c_funnel_monthly_user_level_states - Phase 1,To Do,,,bi.b2c_funnel_monthly_user_level_states,
Task,EDSMIG-208,414672,bi.b2c_funnel_monthly_user_level_states_deprecated - Phase 1,Won't Do,,,bi.b2c_funnel_monthly_user_level_states_deprecated,
Task,EDSMIG-209,414673,bi.b2c_funnel_transitions_product_type_only - Phase 1,To Do,,,bi.b2c_funnel_transitions_product_type_only,
Task,EDSMIG-210,414674,bi.b2c_funnel_transitions_region_product_type - Phase 1,To Do,,,bi.b2c_funnel_transitions_region_product_type,
Task,EDSMIG-211,414675,bi.b2c_funnel_transitions_region_product_type_deprecated - Phase 1,Won't Do,,,bi.b2c_funnel_transitions_region_product_type_deprecated,
Task,EDSMIG-212,414676,bi.b2c_weekly_names - Phase 1,To Do,,,bi.b2c_weekly_names,
Task,EDSMIG-213,414677,bi.bot_aggregated_metrics - Phase 1,To Do,,,bi.bot_aggregated_metrics,
Task,EDSMIG-214,414678,bi.braze_active_users - Phase 1,To Do,,,bi.braze_active_users,
Task,EDSMIG-215,414679,bi.braze_delete_new - Phase 1,Won't Do,,,bi.braze_delete_new,
Task,EDSMIG-216,414680,bi.braze_events_new - Phase 1,To Do,,,bi.braze_events_new,
Task,EDSMIG-217,414681,bi.build_times - Phase 1,To Do,,,bi.build_times,
Task,EDSMIG-218,414682,bi.c4c_completers - Phase 1,To Do,,,bi.c4c_completers,
Task,EDSMIG-219,414683,bi.c4c_for_credit_enrollments - Phase 1,To Do,,,bi.c4c_for_credit_enrollments,
Task,EDSMIG-220,414684,bi.c4c_users_info - Phase 1,To Do,,,bi.c4c_users_info,
Task,EDSMIG-221,414685,bi.calendar - Phase 1,To Do,,,bi.calendar,
Task,EDSMIG-222,414686,bi.career_academy_content - Phase 1,To Do,,,bi.career_academy_content,
Task,EDSMIG-223,414687,bi.career_skill_mapping_curated - Phase 1,To Do,,,bi.career_skill_mapping_curated,
Task,EDSMIG-224,414688,bi.careers_domain_mapping - Phase 1,To Do,,,bi.careers_domain_mapping,
Task,EDSMIG-225,414689,bi.careers_for_external_display - Phase 1,To Do,,,bi.careers_for_external_display,
Task,EDSMIG-226,414690,bi.checkouts - Phase 1,In Progress,prod.bi.checkouts,,bi.checkouts,
Task,EDSMIG-227,414691,bi.checkouts__xdp_attribution - Phase 1,To Do,,,bi.checkouts__xdp_attribution,
Task,EDSMIG-228,414692,bi.clean_gtrend_search_terms - Phase 1,To Do,,,bi.clean_gtrend_search_terms,
Task,EDSMIG-229,414693,bi.clean_tickers_for_scraping - Phase 1,Won't Do,,,bi.clean_tickers_for_scraping,
Task,EDSMIG-230,414694,bi.cleaned_company_size_web_scrape - Phase 1,To Do,,,bi.cleaned_company_size_web_scrape,
Task,EDSMIG-231,414695,bi.cleaned_predicted_npl_ltv - Phase 1,To Do,,,bi.cleaned_predicted_npl_ltv,
Task,EDSMIG-232,414696,bi.clips_activity_report - Phase 1,To Do,,,bi.clips_activity_report,
Task,EDSMIG-233,414697,bi.clips_organization_metadata - Phase 1,To Do,,,bi.clips_organization_metadata,
Task,EDSMIG-234,414698,bi.clips_user_activity_tracking - Phase 1,To Do,,,bi.clips_user_activity_tracking,
Task,EDSMIG-235,414699,bi.clustering_features_completers - Phase 1,To Do,,,bi.clustering_features_completers,
Task,EDSMIG-236,414700,bi.clustering_features_never_starters - Phase 1,To Do,,,bi.clustering_features_never_starters,
Task,EDSMIG-237,414701,bi.clustering_features_starters - Phase 1,To Do,,,bi.clustering_features_starters,
Task,EDSMIG-238,414702,bi.clustering_naming_matches - Phase 1,To Do,,,bi.clustering_naming_matches,
Task,EDSMIG-239,414703,bi.clustering_predictions_completers - Phase 1,To Do,,,bi.clustering_predictions_completers,
Task,EDSMIG-240,414704,bi.clustering_predictions_never_starters - Phase 1,To Do,,,bi.clustering_predictions_never_starters,
Task,EDSMIG-241,414705,bi.clustering_predictions_starters - Phase 1,To Do,,,bi.clustering_predictions_starters,
Task,EDSMIG-242,414706,bi.coach_consumer_expansion_users - Phase 1,To Do,,,bi.coach_consumer_expansion_users,
Task,EDSMIG-243,414707,bi.coach_consumer_expansion_users_targeting_table - Phase 1,Won't Do,,,bi.coach_consumer_expansion_users_targeting_table,
Task,EDSMIG-244,414708,bi.coach_ga_access - Phase 1,Won't Do,,,bi.coach_ga_access,
Task,EDSMIG-245,414709,bi.coach_ga_impressed_learners - Phase 1,To Do,,,bi.coach_ga_impressed_learners,
Task,EDSMIG-246,414710,bi.coach_v2_access - Phase 1,Won't Do,,,bi.coach_v2_access,
Task,EDSMIG-247,414711,bi.coach_v2_access_targeting - Phase 1,Won't Do,,,bi.coach_v2_access_targeting,
Task,EDSMIG-248,414712,bi.coach_v2_access_targeting_enterprise - Phase 1,Won't Do,,,bi.coach_v2_access_targeting_enterprise,
Task,EDSMIG-249,414713,bi.coach_v2_consumer_access - Phase 1,Won't Do,prod.bi.coach_access,,bi.coach_v2_consumer_access,
Task,EDSMIG-250,414714,bi.coach_v2_consumer_access_targeting - Phase 1,Won't Do,,,bi.coach_v2_consumer_access_targeting,
Task,EDSMIG-251,414715,bi.coach_v2_consumer_first_day_metrics - Phase 1,Won't Do,,,bi.coach_v2_consumer_first_day_metrics,
Task,EDSMIG-252,414716,bi.coach_v2_consumer_trends - Phase 1,Won't Do,,,bi.coach_v2_consumer_trends,
Task,EDSMIG-253,414717,bi.coach_v2_first_day_metrics - Phase 1,Won't Do,,,bi.coach_v2_first_day_metrics,
Task,EDSMIG-254,414718,bi.coach_v2_original_users_targeting_table - Phase 1,To Do,,,bi.coach_v2_original_users_targeting_table,
Task,EDSMIG-255,414719,bi.coach_v2_par - Phase 1,Won't Do,,,bi.coach_v2_par,
Task,EDSMIG-256,414720,bi.coach_v2_pendo_responses - Phase 1,Won't Do,,,bi.coach_v2_pendo_responses,
Task,EDSMIG-257,414721,bi.coach_v2_trends - Phase 1,Won't Do,,,bi.coach_v2_trends,
